H3MeK4_N,CaNA_N,class,grade
0.18306351199999998,2.129791061,4,D
0.15372649800000002,2.067361017,4,B
0.195906702,2.059279063,4,A
0.209558489,1.94583523,4,B
0.18864714800000001,1.8875458859999998,4,B
0.207611668,1.901663628,4,D
0.21727179,1.903447486,4,B
0.21837933699999998,1.8960203969999998,4,D
0.151651652,1.6912366909999998,4,C
0.166213789,1.7568277069999998,4,B
0.138187641,1.8028447630000002,4,C
0.14400147900000002,1.864933144,4,A
0.146341463,1.896805745,4,A
0.14920893,1.856356701,4,C
0.14105735,1.8057659609999999,4,A
0.154940711,1.8426086959999999,4,B
0.18823813,1.8884871859999999,4,B
0.141840562,1.683623425,4,D
0.160313572,1.691229789,4,A
0.16739595,1.735219294,4,B
0.150575941,1.510628191,4,B
0.17167692899999998,1.56899674,4,A
0.22405334,1.5713926280000001,4,D
,1.4128254580000001,4,A
,1.5306948280000001,4,A
,1.5213284280000001,4,D
,1.4523898659999999,4,A
,1.49535364,4,C
,1.472335543,4,A
,1.413659359,4,B
,1.527948134,4,A
,1.433219178,4,B
,1.428478684,4,D
,1.43107221,4,B
,1.367338098,4,D
,1.4211785819999998,4,A
,1.47791654,4,A
,1.453512706,4,A
0.179059422,0.959882428,0,D
0.17180265,0.934615999,0,B
0.16406126599999998,0.870124743,0,B
0.177889253,1.0004823459999999,0,C
0.17339484800000002,0.9837562479999999,0,B
0.17591898,0.890003751,0,C
0.191304348,0.9747703609999999,0,B
0.18895558199999998,0.9283313329999999,0,C
0.195124954,0.950141573,0,A
0.224601513,0.993720818,0,A
0.20939147100000002,0.9806740140000001,0,C
0.22018052899999999,0.98420374,0,A
0.196041822,0.903472741,0,A
0.21034033800000002,0.885623954,0,A
0.217907021,0.89879472,0,D
0.166484998,1.1706729390000001,0,D
0.162102957,1.163774716,0,A
0.165003137,1.154622711,0,B
0.185223477,1.270876412,0,C
0.18236376699999998,1.299591902,0,A
0.168799173,1.246920448,0,B
0.193424601,1.377722464,0,A
0.197420021,1.33880289,0,A
0.186759509,1.317605487,0,A
0.199354005,1.364470284,0,A
0.22740297,1.393592081,0,D
0.207787151,1.342245295,0,B
0.239925499,1.417710803,0,B
0.23190142100000002,1.42683553,0,C
0.242242414,1.438539345,0,D
,1.1587840329999999,0,B
,1.089650528,0,B
,1.041056369,0,A
,1.193726401,0,D
,1.149662488,0,B
,1.09943662,0,A
,1.208780881,0,C
,1.241538671,0,B
,1.1569657770000001,0,C
,1.259828213,0,C
,1.314201378,0,A
,1.290897205,0,B
,1.297473513,0,B
,1.302050963,0,D
,1.300828157,0,D
,1.12545542,0,C
,1.1011120970000001,0,B
,1.083817829,0,A
,1.159500942,0,D
,1.177479022,0,D
,1.172317905,0,C
,1.2037963170000001,0,B
,1.175906913,0,B
,1.194562838,0,C
,1.213914373,0,C
,1.212947449,0,B
,1.20661157,0,B
,1.185213127,0,B
,1.210486751,0,B
,1.196952596,0,C
0.15629870099999998,0.967012987,0,A
0.162401385,0.924187031,0,D
0.159211035,0.9098878429999999,0,B
0.19591184399999997,0.98384926,0,D
0.16824877300000002,0.919394435,0,D
0.17302925100000002,0.917534292,0,A
0.199138638,0.9145816240000001,0,C
0.175357359,0.893597745,0,C
0.179856115,0.89352518,0,C
0.19113466,0.9311191520000001,0,D
0.20145631100000003,0.9430250379999999,0,D
0.189268792,0.9133051609999999,0,B
0.201234145,0.9046966059999999,0,A
0.20495951399999998,0.880398111,0,B
0.21148602600000002,0.898773006,0,A
0.168493902,1.22125531,0,A
0.160995906,1.180659016,0,A
0.152564521,1.1423717740000001,0,A
0.17583126100000002,1.284056369,0,D
0.194691084,1.258324084,0,C
0.162132851,1.266244916,0,A
0.194730001,1.32636181,0,D
0.186046512,1.316590746,0,A
0.181901805,1.256755203,0,D
0.21166088,1.334635417,0,A
0.195289643,1.31816852,0,C
0.208481067,1.299673805,0,A
0.239905919,1.400627205,0,C
0.250543371,1.389251136,0,D
0.22000752199999998,1.311583302,0,D
0.205443775,1.268256562,0,D
0.20104145399999998,1.28803349,0,B
0.195716211,1.255978831,0,B
0.22779028199999998,1.3775321059999999,0,C
0.198639545,1.302701289,0,B
0.187360926,1.272299574,0,B
0.209871353,1.367022618,0,A
0.20394464199999998,1.341261291,0,A
0.190011388,1.295835367,0,D
0.24749346100000003,1.4245858759999999,0,B
0.261014042,1.46017794,0,B
0.222162798,1.4299925130000002,0,C
0.31112696100000004,1.462624822,0,C
0.31268071,1.3805589980000001,0,D
0.267345815,1.397301762,0,D
0.256337183,1.070046498,0,B
0.258608842,1.095059937,0,A
0.283181712,1.081486665,0,C
0.343639411,1.110448873,0,B
0.330352941,1.099105882,0,B
0.36601432,1.106921241,0,C
0.346058837,1.034807995,0,A
0.337522645,1.060235507,0,D
0.3382779,1.090740526,0,D
0.38163716799999997,0.977876106,0,A
0.37735257200000005,0.9647114179999999,0,B
0.37368756,1.014794782,0,A
0.360229446,0.926386233,0,A
0.355771096,0.942386033,0,A
0.413902681,0.830387289,0,B
0.178919878,1.2564304720000001,0,A
0.172754342,1.200942928,0,B
0.166318408,1.182587065,0,A
0.178789982,1.2958803859999999,0,A
0.183008623,1.2772916,0,B
0.178647275,1.268807517,0,A
0.18844102899999998,1.22718005,0,B
0.186798628,1.238700125,0,D
0.193201719,1.182216208,0,D
0.199444885,1.213124504,0,A
0.20295166399999998,1.191461965,0,B
0.199104274,1.0936617659999999,0,A
0.243175557,1.09679439,0,B
0.22353958300000001,1.076818575,0,A
0.22386587800000002,1.060774162,0,D
0.12373907199999999,1.8292423219999998,2,D
0.12838027,1.831980292,2,B
0.129905203,1.8097442680000002,2,C
0.133304004,1.795497874,2,D
0.13394125099999998,1.8235294119999998,2,C
0.14015233900000001,1.8058759519999998,2,B
0.136185281,1.8119437269999998,2,C
0.14298118699999998,1.7507959480000002,2,A
0.136889399,1.7399866169999998,2,B
0.154219078,1.664832285,2,B
0.17403935,1.7069853430000002,2,C
0.16904670000000002,1.6583043869999998,2,A
0.18548387100000002,1.6576695190000001,2,D
0.173265707,1.65117801,2,B
0.16728805300000002,1.595396337,2,B
,1.7962785959999998,2,B
,1.720543145,2,A
,1.690148699,2,D
,1.720201629,2,A
,1.616373635,2,A
,1.633189099,2,C
,1.6412068780000002,2,B
,1.6078650540000001,2,C
,1.616376199,2,B
,1.698083569,2,D
,1.690822002,2,B
,1.6482404469999998,2,A
,1.652437868,2,A
,1.5203311869999998,2,A
,1.565064043,2,B
,1.6957500980000002,2,A
,1.626927808,2,D
,1.690736342,2,D
,1.5909650419999999,2,B
,1.5510935819999998,2,A
,1.544695071,2,D
,1.5273177530000002,2,B
,1.504322767,2,C
,1.5161192209999999,2,B
,1.439058729,2,A
,1.4517158819999998,2,B
,1.4245002969999998,2,C
,1.4155616709999999,2,B
,1.402633578,2,A
,1.398355755,2,C
0.136391865,1.65308182,2,D
0.140989155,1.5974925009999998,2,C
0.142352037,1.640584166,2,B
0.150691603,1.546269238,2,A
0.165871703,1.500340699,2,B
0.157961783,1.543263106,2,B
0.19703759,1.493154095,2,C
0.20437866899999999,1.4110812130000001,2,B
0.19204727300000002,1.4506955559999999,2,C
0.202893558,1.214261109,2,B
0.219076508,1.164981463,2,B
0.21030713199999998,1.217768523,2,D
0.18574279,1.115545075,2,A
0.203836501,1.102545715,2,D
0.205688454,1.159540403,2,D
0.143242203,1.686240534,2,A
0.15225856699999998,1.658813603,2,D
0.163909273,1.8002001330000001,2,B
0.149065346,1.5526441919999998,2,B
0.16930455600000002,1.5586730619999998,2,D
0.161916563,1.657414292,2,A
0.167801404,1.5416361159999998,2,A
0.16880430300000002,1.4757964419999998,2,A
0.17990729800000002,1.6343645580000001,2,C
0.185953177,1.326688963,2,C
0.21138211399999998,1.347194456,2,B
0.20685297,1.426625474,2,B
0.18735891600000001,1.2112221859999999,2,C
0.18865179399999998,1.225024248,2,A
0.224332045,1.23676693,2,C
0.12122866199999999,1.872618102,2,C
0.122583901,1.9405500880000002,2,D
0.11781240800000001,1.864434362,2,C
0.132265477,1.9857393890000001,2,D
0.132684984,1.997755713,2,A
0.130651238,2.031485468,2,B
0.15461325,1.9236906000000003,2,C
0.160906366,2.00167519,2,C
0.147053726,1.933968804,2,D
0.161026135,1.8180175840000001,2,B
0.186210305,1.898183615,2,C
0.168495489,1.836625213,2,B
0.173114557,1.7773596269999998,2,A
0.19634425,1.832140137,2,A
0.180551393,1.7709020080000002,2,B
0.172755245,1.654321678,2,B
0.169065362,1.6482735080000002,2,C
0.180171484,1.631082846,2,C
0.201804695,1.696719431,2,C
0.187395342,1.6794793730000002,2,A
0.18470809800000001,1.665310734,2,C
0.216351502,1.549870226,2,A
0.212855935,1.667700404,2,D
0.196109604,1.66557561,2,C
0.234284999,1.391810669,2,D
0.23424435300000002,1.346312243,2,A
0.228731004,1.502662683,2,C
0.27535552399999996,1.3223941240000001,2,D
0.26468710100000004,1.462324393,2,B
0.261267146,1.512083605,2,C
0.134666667,1.93776,2,A
0.140480388,2.012505509,2,C
0.137452641,1.957265433,2,B
0.149282037,1.946491466,2,D
0.149264142,2.064797377,2,C
0.150616944,1.975253326,2,C
0.16850279899999998,1.932815604,2,B
0.165352189,1.978152479,2,D
0.16903214,1.94634191,2,A
0.214610778,1.878443114,2,B
0.220930233,1.9183624030000002,2,B
0.182055233,1.9064833469999998,2,D
0.24843487600000003,1.742708811,2,A
0.24266999399999997,1.8665003119999999,2,B
0.233313198,1.71987315,2,B
0.166545145,1.585915664,2,B
0.165622529,1.58804209,2,A
0.172507572,1.6551084740000002,2,A
0.18226299699999998,1.609250765,2,B
0.19264637699999998,1.5800247180000002,2,B
0.187412912,1.647313826,2,A
0.20226055899999998,1.579317866,2,D
0.209649915,1.526632561,2,D
0.200978923,1.5568874240000001,2,B
0.23670527100000002,1.4878279369999998,2,A
0.24376336399999998,1.473509147,2,B
0.22932240199999998,1.489269351,2,D
0.256182921,1.3876186030000002,2,A
0.278945717,1.3964543459999998,2,A
0.255019763,1.393201581,2,B
0.28414495300000003,1.19827182,1,B
0.280088587,1.246106997,1,B
0.271971336,1.20970795,1,A
0.291233657,1.202732149,1,A
0.28719723199999997,1.268831515,1,A
0.283627026,1.317276189,1,B
0.278089258,1.270127831,1,B
0.305088648,1.306009671,1,C
0.29742414300000003,1.212726479,1,D
0.309417665,1.226107551,1,D
0.294801944,1.3011338540000001,1,D
0.316425833,1.254792097,1,A
0.309433962,1.2694339620000001,1,A
0.319396716,1.2997327220000001,1,C
0.333270747,1.282951558,1,C
,0.95419426,1,D
,1.058412659,1,B
,1.099716357,1,B
,1.061175721,1,B
,1.0924660290000001,1,C
,1.206585588,1,C
,1.042579451,1,A
,1.0858475890000001,1,D
,1.123616819,1,C
,1.051519337,1,B
,1.060047479,1,C
,1.152578797,1,A
,1.060863765,1,B
,1.058920614,1,A
,1.092349174,1,C
0.319762968,0.673695552,1,A
0.314763671,0.73400142,1,D
0.28083580199999997,0.749727117,1,B
0.34221695799999996,0.7516533409999999,1,A
0.292793976,0.710708344,1,B
0.265749584,0.722597038,1,B
0.325829659,0.6739382690000001,1,D
0.338325472,0.708726415,1,A
0.265521656,0.661403883,1,B
0.37137540700000005,0.7658551709999999,1,C
0.39582023899999996,0.779384035,1,D
0.382081477,0.802673456,1,C
0.383317536,0.670900474,1,B
0.387954111,0.719502868,1,D
0.340367861,0.7351403679999999,1,D
0.201123327,1.019478967,1,C
0.210668589,1.035021325,1,B
0.202164784,1.006387887,1,B
0.207662367,1.083568648,1,C
0.222488593,1.094037584,1,A
0.20344036699999998,1.042966361,1,A
0.24037156899999998,0.7956371990000001,1,B
0.238153846,1.0445128209999999,1,C
0.23614532,1.0105706079999999,1,B
0.248014348,1.1439918009999999,1,A
0.24487678300000001,1.160311284,1,B
0.249186727,1.139492518,1,C
0.316394326,1.156401508,1,D
0.31385553,1.17314931,1,A
0.311863173,1.1612081509999999,1,A
,0.944237918,1,A
,0.91365989,1,C
,0.8870002220000001,1,A
,1.08123138,1,A
,1.086551792,1,A
,1.04956411,1,B
,1.10076713,1,D
,1.075570952,1,C
,1.043089119,1,C
,0.935244345,1,D
,0.889996562,1,B
,0.586478779,1,A
,1.0753102270000001,1,A
,1.056414542,1,B
,1.015289256,1,C
0.16912608,1.062237174,1,D
0.175543478,1.076086957,1,A
0.171406432,1.035102673,1,B
0.188072481,1.08213859,1,C
0.186823105,1.062976334,1,C
0.186632911,1.07321519,1,B
0.206422592,1.086092715,1,C
0.20673139199999999,1.114174757,1,D
0.220642848,1.070943783,1,C
0.234800134,1.1713134029999999,1,B
0.23846543899999997,1.19553828,1,A
0.24242424199999998,1.1955307259999999,1,A
0.29064039399999997,1.248661384,1,B
0.295246216,1.2498401190000001,1,D
0.29069518699999997,1.265026738,1,D
,1.0245736429999999,1,B
,1.000387447,1,A
,0.967634098,1,D
,1.065451695,1,A
,1.031219224,1,C
,1.022062397,1,D
,1.1359012609999999,1,D
,1.13243206,1,A
,1.079707198,1,D
,1.178408884,1,C
,1.208178439,1,C
,1.192581765,1,D
,1.256222222,1,A
,1.260425909,1,C
,1.2131912059999999,1,B
0.166475754,1.049637266,1,A
0.169074046,1.01185951,1,D
0.16606331400000002,1.005776785,1,A
0.183363403,1.051846928,1,C
0.187272727,1.066602871,1,B
0.186442317,1.062179673,1,C
0.21244327699999999,1.072008598,1,D
0.20907579,1.064742219,1,A
0.209049884,1.061592877,1,C
0.266265632,1.09260725,1,B
0.255998729,1.0851740029999999,1,B
0.267451233,1.08350798,1,C
0.289239482,1.013754045,1,D
0.30262618,1.0332375870000001,1,C
0.29375258600000004,1.029168391,1,A
0.150246002,0.968327183,1,A
0.150036241,0.93579367,1,C
0.151831825,0.943131417,1,C
0.150858242,1.000887837,1,D
0.150299576,0.9782259240000001,1,D
0.15358061,0.940653691,1,D
0.17305811,0.978966934,1,C
0.18004193699999999,0.9576820429999999,1,D
0.16377667699999998,0.935499238,1,D
0.194055305,0.9779510290000001,1,A
0.17405938199999998,0.96333694,1,B
0.174305305,0.954529051,1,D
0.17929898100000002,0.944278011,1,C
0.189581805,0.9115187090000001,1,C
0.17068592100000002,0.887509025,1,B
0.18705239399999998,1.3578024880000001,7,A
0.182910798,1.32741784,7,B
0.17993047899999998,1.267105745,7,D
0.233241621,1.329914957,7,C
0.231234568,1.297777778,7,A
0.215877935,1.228155918,7,B
0.283292232,1.327527744,7,D
0.264407286,1.31054046,7,B
0.26994601100000004,1.275344931,7,C
0.275503844,1.377103678,7,C
0.28772003399999996,1.3512154230000002,7,C
0.28430979100000003,1.295746388,7,B
0.36531165299999996,1.440108401,7,A
0.337151783,1.373860974,7,B
0.37642990200000004,1.365522745,7,C
0.170368773,1.799439293,7,D
0.163084495,1.8574241180000002,7,C
0.162924613,1.678112948,7,D
0.18805093,1.7911011609999998,7,B
0.189820317,1.809900021,7,B
0.19608930800000002,1.807932326,7,D
0.230607046,1.858736713,7,C
0.21898821899999998,1.755024255,7,D
0.22039993,1.7600420980000002,7,B
0.21115769899999998,1.710225949,7,C
0.21754506,1.686972393,7,A
0.214421677,1.6770798340000002,7,A
0.280546499,1.7966154319999998,7,A
0.236000579,1.595138186,7,A
0.242415445,1.641602555,7,C
0.194380293,1.5689541409999999,7,C
0.19816673899999998,1.562036229,7,C
0.200735334,1.5919991219999998,7,A
0.214449377,1.518545038,7,B
0.22410117899999998,1.459002416,7,B
0.19101437100000002,1.45528115,7,B
0.19683857300000002,1.448163193,7,C
0.22486336399999998,1.38657066,7,C
0.191856392,1.376970228,7,B
0.182015168,1.1611050920000001,7,B
0.19779982699999998,1.123597929,7,B
